         1066820 function calls (925954 primitive calls) in 1.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 argparse.py:323(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:883(_StoreConstAction)
        2    0.000    0.000    0.000    0.000 argparse.py:925(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 ultratb.py:1277(FormattedTB)
        1    0.000    0.000    0.000    0.000 ultratb.py:1370(AutoFormattedTB)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 debugger.py:86(Tracer)
        1    0.000    0.000    0.000    0.000 PyColorize.py:176(Parser)
        8    0.000    0.000    0.000    0.000 coloransi.py:158(add_scheme)
        1    0.000    0.000    0.000    0.000 ipstruct.py:28(Struct)
        1    0.000    0.000    0.000    0.000 ipstruct.py:8(<module>)
        4    0.000    0.000    0.000    0.000 util.py:108(make_analysator)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 display_trap.py:32(DisplayTrap)
        1    0.000    0.000    0.000    0.000 _process_posix.py:42(ProcessHandler)
        1    0.000    0.000    0.000    0.000 paths.py:87(get_ipython_package_dir)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:64(MagicHelpFormatter)
        1    0.000    0.000    0.000    0.000 error.py:13(<module>)
        1    0.000    0.000    0.000    0.000 text.py:87(SList)
        1    0.000    0.000    0.000    0.000 text.py:572(DollarFormatter)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:587(_PathParents)
        2    0.000    0.000    0.000    0.000 magic.py:77(needs_local_scope)
        6    0.000    0.000    0.000    0.000 magic.py:135(validate_type)
        1    0.000    0.000    0.000    0.000 magic.py:480(Magics)
       15    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1175(__class_getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:1283(SupportsInt)
        1    0.000    0.000    0.000    0.000 display.py:738(SVG)
        1    0.000    0.000    0.000    0.000 display.py:771(ProgressBar)
        1    0.000    0.000    0.000    0.000 display.py:1074(Image)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 pretty.py:157(_PrettyPrinterBase)
        1    0.000    0.000    0.000    0.000 pretty.py:177(PrettyPrinter)
        4    0.000    0.000    0.000    0.000 pretty.py:791(for_type_by_name)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        2    0.000    0.000    0.000    0.000 python.py:68(innerstring_rules)
        1    0.000    0.000    0.003    0.003 __init__.py:327(__getattr__)
        1    0.000    0.000    0.000    0.000 dir2.py:3(<module>)
        2    0.000    0.000    0.000    0.000 lexer.py:339(using)
        8    0.000    0.000    0.000    0.000 lexer.py:397(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:140(__getattr__)
        1    0.000    0.000    0.000    0.000 html.py:116(HtmlFormatter)
        2    0.000    0.000    0.000    0.000 inputtransformer2.py:69(__init__)
        1    0.000    0.000    0.000    0.000 prefilter.py:583(MagicHandler)
        1    0.000    0.000    0.000    0.000 prefilter.py:600(AutoHandler)
        1    0.000    0.000    0.000    0.000 prefilter.py:670(EmacsHandler)
        1    0.000    0.000    0.000    0.000 alias.py:40(default_aliases)
        1    0.000    0.000    0.000    0.000 alias.py:120(Alias)
        1    0.000    0.000    0.000    0.000 displaypub.py:126(CapturingDisplayPublisher)
        1    0.000    0.000    0.000    0.000 formatters.py:707(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:724(MarkdownFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:881(IPythonDisplayFormatter)
        1    0.000    0.000    0.000    0.000 history.py:805(HistorySavingThread)
        1    0.000    0.000    0.000    0.000 dbapi2.py:50(<listcomp>)
        4    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-13>:1(needs_sqlite)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-19>:1(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:26(Logger)
        1    0.000    0.000    0.000    0.000 payload.py:28(PayloadManager)
        1    0.000    0.000    0.000    0.000 display.py:340(FileLink)
        1    0.000    0.000    0.000    0.000 capture.py:62(CapturedIO)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:8(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:246(Server)
        1    0.000    0.000    0.000    0.000 _base.py:71(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:309(Future)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:32(Handle)
        1    0.000    0.000    0.000    0.000 events.py:610(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 transports.py:68(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:47(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 locks.py:299(Condition)
        1    0.000    0.000    0.000    0.000 streams.py:276(StreamWriter)
        1    0.000    0.000    0.000    0.000 subprocess.py:106(Process)
        1    0.000    0.000    0.000    0.000 unix_events.py:422(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:856(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 utils.py:130(__init__)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:124(AutoSuggestFromHistory)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:167(DynamicAutoSuggest)
        1    0.000    0.000    0.000    0.000 document.py:45(_ImmutableLineList)
        1    0.000    0.000    0.000    0.000 base.py:84(DynamicClipboard)
        1    0.000    0.000    0.000    0.000 selection.py:34(SelectionState)
        1    0.000    0.000    0.000    0.000 in_memory.py:11(InMemoryClipboard)
        1    0.000    0.000    0.000    0.000 cache.py:84(__init__)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:28(__or__)
        1    0.000    0.000    0.000    0.000 base.py:7(Filter)
        1    0.000    0.000    0.000    0.000 base.py:55(_AndCache)
        1    0.000    0.000    0.000    0.000 base.py:83(__missing__)
        1    0.000    0.000    0.000    0.000 base.py:80(_OrCache)
        1    0.000    0.000    0.000    0.000 base.py:111(_AndList)
        1    0.000    0.000    0.000    0.000 base.py:192(Condition)
        1    0.000    0.000    0.000    0.000 base.py:278(_MergedCompleter)
        1    0.000    0.000    0.000    0.000 ansi.py:232(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ansi.py:233(<dictcomp>)
        1    0.000    0.000    0.000    0.000 style_transformation.py:243(DynamicStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:271(ConditionalStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:292(_MergedStyleTransformation)
        1    0.000    0.000    0.000    0.000 colorsys.py:17(<module>)
        2    0.000    0.000    0.000    0.000 vt100.py:158(__init__)
        1    0.000    0.000    0.000    0.000 vt100.py:193(_256ColorCache)
        1    0.000    0.000    0.000    0.000 base.py:117(FormattedText)
        1    0.000    0.000    0.000    0.000 minidom.py:326(DocumentFragment)
        1    0.000    0.000    0.000    0.000 minidom.py:924(Childless)
        1    0.000    0.000    0.000    0.000 minidom.py:991(CharacterData)
        1    0.000    0.000    0.000    0.000 minidom.py:1381(Notation)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:13(Options)
        1    0.000    0.000    0.000    0.000 history.py:187(FileHistory)
        1    0.000    0.000    0.000    0.000 search.py:31(SearchState)
        1    0.000    0.000    0.000    0.000 key_bindings.py:440(decorator)
        1    0.000    0.000    0.000    0.000 key_bindings.py:420(key_binding)
        1    0.000    0.000    0.000    0.000 key_bindings.py:454(_Proxy)
        1    0.000    0.000    0.000    0.000 key_bindings.py:544(_MergedKeyBindings)
        1    0.000    0.000    0.000    0.000 validation.py:103(_ValidatorFromCallable)
        1    0.000    0.000    0.000    0.000 pygments.py:39(SyntaxSync)
        1    0.000    0.000    0.000    0.000 processors.py:65(Processor)
        1    0.000    0.000    0.000    0.000 processors.py:950(DynamicProcessor)
        1    0.000    0.000    0.000    0.000 margins.py:135(ConditionalMargin)
        1    0.000    0.000    0.000    0.000 margins.py:159(ScrollbarMargin)
        1    0.000    0.000    0.000    0.000 menus.py:268(CompletionsMenu)
        1    0.000    0.000    0.000    0.000 vi.py:57(TextObjectType)
        1    0.000    0.000    0.000    0.000 emacs_state.py:10(EmacsState)
        1    0.000    0.000    0.000    0.000 renderer.py:250(_StyleStringToAttrsCache)
        1    0.000    0.000    0.000    0.000 focus.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:354(Button)
        1    0.000    0.000    0.000    0.000 base.py:425(Frame)
        1    0.000    0.000    0.000    0.000 base.py:807(VerticalLine)
        1    0.000    0.000    0.000    0.000 toolbars.py:70(SystemToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:190(ArgToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:210(SearchToolbar)
        1    0.000    0.000    0.000    0.000 base.py:275(_ProgressControl)
        1    0.000    0.000    0.000    0.000 formatters.py:58(Text)
        1    0.000    0.000    0.000    0.000 parser.py:99(BaseParser)
        1    0.000    0.000    0.000    0.000 tree.py:243(BaseNode)
        1    0.000    0.000    0.000    0.000 grammar.py:200(PythonGrammar)
        1    0.000    0.000    0.000    0.000 diff.py:429(_NodesTreeNode)
        1    0.000    0.000    0.000    0.000 diff.py:495(_NodesTree)
        1    0.000    0.000    0.000    0.000 tree.py:334(Scope)
        1    0.000    0.000    0.000    0.000 tree.py:488(Class)
        1    0.000    0.000    0.000    0.000 tree.py:569(Function)
        1    0.000    0.000    0.000    0.000 tree.py:851(ImportFrom)
        1    0.000    0.000    0.000    0.000 errors.py:139(_Context)
        1    0.000    0.000    0.000    0.000 errors.py:262(ErrorFinder)
        1    0.000    0.000    0.000    0.000 errors.py:525(_StarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:761(_ArglistRule)
        1    0.000    0.000    0.000    0.000 errors.py:1029(_ExprListRule)
        1    0.000    0.000    0.000    0.000 pep8.py:122(BackslashNode)
        3    0.000    0.000    0.000    0.000 _compatibility.py:341(cast_path)
        1    0.000    0.000    0.000    0.000 file_io.py:57(FileIOFolderMixin)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        2    0.000    0.000    0.000    0.000 parser_utils.py:296(_function_is_x_method)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        3    0.000    0.000    0.000    0.000 __init__.py:490(CFunctionType)
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 cache.py:79(decorator)
        1    0.000    0.000    0.000    0.000 cache.py:72(CachedMetaClass)
        6    0.000    0.000    0.000    0.000 base_value.py:421(iterator_to_value_set)
        1    0.000    0.000    0.000    0.000 value.py:316(CompiledName)
        1    0.000    0.000    0.000    0.000 names.py:107(AbstractTreeName)
        1    0.000    0.000    0.000    0.000 names.py:226(ValueNameMixin)
        1    0.000    0.000    0.000    0.000 names.py:267(TreeNameDefinition)
        1    0.000    0.000    0.000    0.000 names.py:430(_ActualTreeParamName)
        1    0.000    0.000    0.000    0.000 __init__.py:10(register)
        7    0.000    0.000    0.000    0.000 __init__.py:17(decorate)
        1    0.000    0.000    0.000    0.000 signature.py:37(AbstractSignature)
        1    0.000    0.000    0.000    0.000 signature.py:68(TreeSignature)
        1    0.000    0.000    0.000    0.000 context.py:366(CompForContext)
        1    0.000    0.000    0.000    0.000 analysis.py:30(Error)
        1    0.000    0.000    0.000    0.000 stub_value.py:9(StubModuleValue)
        1    0.000    0.000    0.000    0.000 stub_value.py:74(TypingModuleContext)
        1    0.000    0.000    0.000    0.000 module.py:176(ModuleValue)
        1    0.000    0.000    0.000    0.000 function.py:339(FunctionExecutionContext)
        1    0.000    0.000    0.000    0.000 instance.py:39(AnonymousMethodExecutionFilter)
        1    0.000    0.000    0.000    0.000 instance.py:307(TreeInstance)
        1    0.000    0.000    0.000    0.000 instance.py:442(BoundMethod)
        1    0.000    0.000    0.000    0.000 instance.py:493(CompiledBoundMethod)
        1    0.000    0.000    0.000    0.000 instance.py:518(LazyInstanceClassName)
        1    0.000    0.000    0.000    0.000 typing.py:300(OverloadFunction)
        1    0.000    0.000    0.000    0.000 typing.py:323(NewType)
        1    0.000    0.000    0.000    0.000 base.py:229(_GenericInstanceWrapper)
        1    0.000    0.000    0.000    0.000 decorator.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mixed.py:29(MixedObject)
        1    0.000    0.000    0.000    0.000 environment.py:56(Environment)
        1    0.000    0.000    0.000    0.000 stdlib.py:223(SuperInstance)
        1    0.000    0.000    0.000    0.000 stdlib.py:624(ItemGetterCallable)
        1    0.000    0.000    0.000    0.000 stdlib.py:653(WrapsCallable)
        3    0.000    0.000    0.000    0.000 stdlib.py:683(_create_string_input_function)
        1    0.000    0.000    0.000    0.000 pytest.py:145(FixtureFilter)
        1    0.000    0.000    0.000    0.000 ptutils.py:62(IPythonPTCompleter)
        1    0.000    0.000    0.000    0.000 request.py:433(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:835(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1226(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 config.py:28(ConfigMagics)
        1    0.000    0.000    0.000    0.000 timing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 line_profiler_py35.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       20    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1077(__subclasshook__)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        1    0.000    0.000    0.000    0.000 warnings.py:453(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:42(_make_class_unpicklable)
        2    0.000    0.000    0.000    0.000 re.py:215(findall)
        1    0.000    0.000    0.000    0.000 enum.py:354(__iter__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        3    0.000    0.000    0.000    0.000 line_profiler.py:55(is_coroutine)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        1    0.000    0.000    0.000    0.000 getipython.py:3(<module>)
        1    0.000    0.000    0.000    0.000 application.py:88(ProfileAwareConfigLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1158(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(NullHandler)
        2    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:370(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:488(Event)
        1    0.000    0.000    0.000    0.000 threading.py:1153(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_MainThread)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 traitlets.py:305(directional_link)
        1    0.000    0.000    0.000    0.000 traitlets.py:361(BaseDescriptor)
        1    0.000    0.000    0.000    0.000 traitlets.py:673(_CallbackWrapper)
        1    0.000    0.000    0.000    0.000 traitlets.py:754(MetaHasTraits)
        5    0.000    0.000    0.000    0.000 traitlets.py:792(observe_compat)
        1    0.000    0.000    0.000    0.000 traitlets.py:898(EventHandler)
        2    0.000    0.000    0.000    0.000 traitlets.py:929(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:936(DefaultHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:1735(This)
        1    0.000    0.000    0.000    0.000 traitlets.py:1758(Union)
        1    0.000    0.000    0.000    0.000 traitlets.py:1856(Int)
        1    0.000    0.000    0.000    0.000 traitlets.py:1960(Float)
        1    0.000    0.000    0.000    0.000 traitlets.py:2005(CComplex)
        1    0.000    0.000    0.000    0.000 traitlets.py:2017(Bytes)
        1    0.000    0.000    0.000    0.000 traitlets.py:2039(Unicode)
        1    0.000    0.000    0.000    0.000 traitlets.py:2057(CUnicode)
        1    0.000    0.000    0.000    0.000 traitlets.py:2067(ObjectName)
        1    0.000    0.000    0.000    0.000 traitlets.py:2093(DottedObjectName)
        1    0.000    0.000    0.000    0.000 traitlets.py:2116(CBool)
        1    0.000    0.000    0.000    0.000 traitlets.py:2126(Enum)
        1    0.000    0.000    0.000    0.000 traitlets.py:2165(Container)
        1    0.000    0.000    0.000    0.000 traitlets.py:2335(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:2329(Set)
        1    0.000    0.000    0.000    0.000 traitlets.py:2370(Tuple)
        1    0.000    0.000    0.000    0.000 traitlets.py:2575(TCPAddress)
        1    0.000    0.000    0.000    0.000 traitlets.py:2593(CRegExp)
        1    0.000    0.000    0.000    0.000 traitlets.py:2608(UseEnum)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 six.py:438(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 six.py:840(with_metaclass)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:240(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:506(KqueueSelector)
        2    0.000    0.000    0.000    0.000 sentinel.py:6(Sentinel)
        1    0.000    0.000    0.000    0.000 application.py:96(ApplicationError)
        1    0.000    0.000    0.000    0.000 application.py:100(LevelFormatter)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 decorator.py:304(ContextManager)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 configurable.py:26(MultipleInstanceError)
        1    0.000    0.000    0.000    0.000 configurable.py:332(LoggingConfigurable)
        1    0.000    0.000    0.000    0.000 loader.py:33(ConfigFileNotFound)
        1    0.000    0.000    0.000    0.000 loader.py:49(ArgumentParser)
        1    0.000    0.000    0.000    0.000 loader.py:360(FileConfigLoader)
        1    0.000    0.000    0.000    0.000 loader.py:387(JSONFileConfigLoader)
        1    0.000    0.000    0.000    0.000 loader.py:547(KeyValueConfigLoader)
        1    0.000    0.000    0.000    0.000 argparse.py:105(_AttributeHolder)
       10    0.000    0.000    0.000    0.000 argparse.py:652(_get_default_metavar_for_positional)
        1    0.000    0.000    0.000    0.000 argparse.py:728(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:748(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:940(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1028(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1075(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1225(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1552(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 random.py:88(__init__)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 crashhandler.py:85(CrashHandler)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 ultratb.py:307(with_patch_inspect)
        1    0.000    0.000    0.000    0.000 ultratb.py:1432(SyntaxTB)
        1    0.000    0.000    0.000    0.000 pydoc.py:293(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 pydoc.py:433(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:431(HTMLRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:1042(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1040(TextRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:1438(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1748(<listcomp>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1871(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:2101(ModuleScanner)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:310(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:740(Quoter)
        3    0.000    0.000    0.000    0.000 debugger.py:183(decorate_fn_with_doc)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 bdb.py:654(Breakpoint)
        1    0.000    0.000    0.000    0.000 bdb.py:852(Tdb)
        1    0.000    0.000    0.000    0.000 coloransi.py:57(TermColors)
        1    0.000    0.000    0.000    0.000 coloransi.py:74(InputTermColors)
        1    0.000    0.000    0.000    0.000 coloransi.py:111(ColorScheme)
        2    0.000    0.000    0.000    0.000 coloransi.py:135(__init__)
        1    0.000    0.000    0.000    0.000 coloransi.py:126(ColorSchemeTable)
        1    0.000    0.000    0.000    0.000 util.py:32(ClassNotFound)
        1    0.000    0.000    0.000    0.000 util.py:292(Future)
        1    0.000    0.000    0.000    0.000 skipdoctest.py:6(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:123(_rstr)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 path.py:166(HomeDirError)
        1    0.000    0.000    0.000    0.000 _process_posix.py:69(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(ExceptionPexpect)
        1    0.000    0.000    0.000    0.000 expect.py:285(searcher_re)
        1    0.000    0.000    0.000    0.000 ptyprocess.py:793(PtyProcessUnicode)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spawnbase.py:13(_NullCoder)
        1    0.000    0.000    0.000    0.000 decorators.py:7(<module>)
        1    0.000    0.000    0.000    0.000 profiledir.py:20(ProfileDirError)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:105(MagicArgumentParser)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:213(ArgMethodWrapper)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:253(argument_group)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:265(kwds)
